"id.geno","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","haplo.qtl"
"ICC6306",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC6306",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC6537",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC6537",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC6571",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC6571",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC6579",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC6579",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC6579",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC6579",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC67",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC67",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC6816",2,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC6816",2,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC6877",4,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC6877",4,3,3,4,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC708",0,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC7308",0,3,3,4,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC7308",0,3,3,4,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC7308",0,3,3,4,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"11"
"ICC7308",0,3,3,4,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"13"
"ICC7323",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC7323",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC7554",0,3,3,4,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"5"
"ICC7554",0,3,3,4,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"8"
"ICC7554",0,3,3,4,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"9"
"ICC7554",0,3,3,4,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"17"
"ICC762",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC762",2,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC7819",4,3,3,2,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"10"
"ICC7819",4,3,3,2,0,4,2,3,4,3,1,1,2,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"21"
"ICC8195",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC8195",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC8195",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC8195",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC8318",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC8318",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC8318",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC8318",0,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC8621",4,3,3,0,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC8621",4,3,3,0,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC8621",4,3,3,0,4,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"13"
"ICC867",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC867",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC8718",4,3,3,4,4,4,2,3,4,3,1,1,0,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"3"
"ICC8718",4,3,3,4,4,4,2,3,4,3,1,1,0,3,0,3,4,3,3,0,0,0,4,3,3,4,3,2,"5"
"ICC8740",2,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC8740",2,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC8740",2,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC8740",2,3,3,0,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC8950",0,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC8950",0,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC8950",0,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"ICC8950",0,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICC8950",0,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"22"
"ICC95",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC95",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC9712",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,0,0,0,4,3,3,4,3,2,"9"
"ICC9712",0,3,3,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,0,0,0,4,3,3,4,3,2,"17"
"ICC9942",0,3,0,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"ICC9942",0,3,0,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"ICC9942",0,3,0,4,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"23"
"ICCL82108",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICCL82108",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICCL85222",4,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICCL85222",4,3,3,2,0,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"ICCV3",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICCV3",0,3,3,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICCV92069",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"ICCV92069",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICCV93958",0,3,3,4,4,4,2,3,4,0,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICCV93958",0,3,3,4,4,4,2,3,4,0,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"JG218",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"JG218",4,3,3,4,4,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"JG315",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"JG315",4,3,3,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"KPG59",0,3,3,4,0,4,2,3,4,3,1,1,4,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"3"
"KPG59",0,3,3,4,0,4,2,3,4,3,1,1,4,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"7"
"Pusa1105",4,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"Pusa1105",4,3,3,2,0,4,2,3,4,3,1,1,0,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"Pusa1108",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"Pusa1108",4,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"Pusa240",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"Pusa240",0,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"Pusa256",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"17"
"Pusa256",2,3,3,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"18"
"Radhey",4,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"5"
"Radhey",4,3,3,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,0,4,3,2,"24"
"RSG888",4,3,3,0,0,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"RSG888",4,3,3,0,0,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"RSG888",4,3,3,0,0,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"RSG888",4,3,3,0,0,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"13"
"RSG888",4,3,3,0,0,0,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"Amit",4,0,0,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"1"
"Amit",4,0,0,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"9"
"Amit",4,0,0,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"21"
"Amit",4,0,0,0,2,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"23"
"ICC10393",4,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC10393",4,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"20"
"ICC18679",0,0,0,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC18679",0,0,0,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC18679",0,0,0,4,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"25"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"2"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"5"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"8"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"19"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"20"
"ICC19011",0,0,0,0,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"25"
"ICC1915",0,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"2"
"ICC1915",0,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"6"
"ICC1915",0,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"10"
"ICC1915",0,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"19"
"ICC1915",0,0,0,2,4,4,2,3,4,3,1,1,2,3,3,3,4,3,3,2,4,1,4,3,3,4,3,2,"20"
